_id,address_1,address_2,address_3,brewery_type,city,country,id,latitude,longitude,name,phone,postal_code,state,state_province,street,website_url
64278c5edc5bf260323826f5,2005 2nd Ave,null,null,micro,Anoka,United States,42aa37d5-8384-4ffe-8c81-7c982eff0384,45.19812039,-93.38952559,10K Brewing,7633924753,55303-2243,Minnesota,Minnesota,2005 2nd Ave,http://10KBrew.com
64278c5edc5bf260323826f6,491 Washington St,null,null,micro,Abington,United States,232e8f62-9afc-45f5-b4bc-582c26b5c43b,42.10591754,-70.94594149,10th District Brewing Company,7813071554,02351-2419,Massachusetts,Massachusetts,491 Washington St,http://www.10thdistrictbrewing.com
64278c5edc5bf260323826f7,6820 Bourgeois Rd,null,null,micro,Houston,United States,08f78223-24f8-4b71-b381-ea19a5bd82df,29.9515464,-95.5186591,11 Below Brewing Company,2814442337,77066-3107,Texas,Texas,6820 Bourgeois Rd,http://www.11belowbrewing.com
64278c5edc5bf260323826f8,141 E Main St,null,null,brewpub,John Day,United States,58293321-14ae-49d7-9a7b-08436c9e63a6,44.4146563,-118.9218754,1188 Brewing Co,5415751188,97845-1210,Oregon,Oregon,141 E Main St,http://www.1188brewing.com
64278c5edc5bf260323826f9,Unnamed Street,Clonmore,null,micro,Killeshin,Ireland,e5f3e72a-fee2-4813-82cf-f2e53b439ae6,52.84930763,-6.979343891,12 Acres Brewing Company,3.53599E+11,R93 X3X8,Laois,Laois,Unnamed Street,https://12acresbrewing.ie/
64278c5edc5bf260323826fc,null,null,null,micro,Mesa,United States,0faa0fb2-fffa-416d-9eab-46f67477c8ef,33.436188,-111.5860662,12 West Brewing Company - Production Facility,null,85207,Arizona,Arizona,null,null
64278c5edc5bf260323826fd,2416 Meridian St,null,null,closed,Bellingham,United States,e54c2f02-acd6-4172-861d-fcfa54c8701a,48.7621709,-122.485982,122 West Brewing Co,3603063285,98225-2405,Washington,Washington,2416 Meridian St,https://www.122westbrew.com/
64278c5edc5bf260323826fe,3090 Shirley Dr,null,null,micro,Jackson,United States,d5cb896d-3e99-4e19-9693-5e06ce987e53,42.28667212,-84.43116792,127 Brewing,5172581346,49201-7010,Michigan,Michigan,3090 Shirley Dr,null
64278c5edc5bf260323826ff,820 Main St,null,null,brewpub,Louisville,United States,06e9fffb-e820-45c9-b107-b52b51013e8f,39.9782443,-105.1319826,12Degree Brewing,3035791004,80027-1865,Colorado,Colorado,820 Main St,http://www.12degree.com
64278c5edc5bf26032382701,7391 Forbes Rd,null,null,micro,Cincinnati,United States,950180bd-29c9-46b3-ad0c-e6f09799ec7f,39.12639764,-84.70634815,13 Below Brewery,5139750613,45233-1013,Ohio,Ohio,7391 Forbes Rd,http://www.13belowbrewery.com
64278c5edc5bf26032382703,6410 SE Milwaukie Ave,null,null,brewpub,Portland,United States,936c3d7e-5d54-4459-b72c-117cdda059b4,45.4762536,-122.6487531,13 Virtues Brewing Co,5032393831,97202-5518,Oregon,Oregon,6410 SE Milwaukie Ave,http://www.13virtuesbrewing.com
64278c5edc5bf26032382705,31125 Via Colinas Ste 907,null,null,micro,Westlake Village,United States,4788221a-a03b-458c-9084-4cadd69ade6d,34.15334,-118.802397,14 Cannons Brewing Company,8186996165,91362-3974,California,California,31125 Via Colinas Ste 907,http://14cannons.com
64278c5edc5bf26032382707,2801 Walnut St,null,null,proprietor,Denver,United States,4b677b60-fef1-42e2-90ef-dadc1bd7fb06,39.7614112,-104.9839636,14er Brewing Company,7207731437,80205-2235,Colorado,Colorado,2801 Walnut St,http://www.14erBrewing.com
64278c5edc5bf26032382709,753 Reading Rd,null,null,brewpub,Mason,United States,85192a9c-58a4-48c3-bd9d-496d09d22aa3,39.3545967,-84.3183801,16 Lots Brewing,5134863672,45040-1303,Ohio,Ohio,753 Reading Rd,http://www.16lots.com
64278c5edc5bf2603238270a,413 S Bedford St,null,null,micro,Georgetown,United States,284b44f8-6ccb-4cd6-8d06-f2ad882a47c3,38.6788938,-75.37816436,16 Mile Brewing Co,3022538816,19947-1849,Delaware,Delaware,413 S Bedford St,http://www.16milebrewery.com
64278c5edc5bf2603238270b,9542 Main St,null,null,brewpub,Holland Patent,United States,ee6d39c6-092f-4623-8099-5b8643f70dbe,43.24211175,-75.2565195,16 Stone Brewpub,3158658500,13354,New York,New York,9542 Main St,http://www.16stonebrewpub.com
64278c5edc5bf2603238270d,322 E Court Ave,null,null,micro,Des Moines,United States,84bd3b3c-bd2d-4e07-bc31-b43a8c8ebf4c,41.5872267,-93.6120353,1717 Brewing Co,5152437868,50309-2015,Iowa,Iowa,322 E Court Ave,http://1717brewing.com
64278c5edc5bf2603238270e,1129 Irvin Garrish Hwy,null,null,brewpub,Ocracoke,United States,f41a0c47-ba9b-4547-bfed-fcbefe0fc74b,35.10715368,-75.97176063,1718 Ocracoke Brewing,2529282337,27960,North Carolina,North Carolina,1129 Irvin Garrish Hwy,http://www.ocracokebrewing.com
64278c5edc5bf26032382710,2010 A State Ave,null,null,micro,Coraopolis,United States,896f26a1-d80e-4790-9287-026a86c1799d,40.50984957,-80.15020356,180 and Tapped,4127375273,15108,Pennsylvania,Pennsylvania,2010 A State Ave,http://www.180andtapped.com
64278c5edc5bf26032382711,100 B South Olive St,null,null,micro,okolona,United States,46839a79-b7bf-4733-b91b-ce116d062a57,34.001703,-88.750264,1817 Brewery,6623055907,38860,Mississippi,Mississippi,100 B South Olive St,null
64278c5edc5bf26032382712,342 E Ward St,null,null,micro,Milwaukee,United States,1a1b2165-73ed-40aa-b89b-56794d140f22,43.00436242,-87.90606942,1840 Brewing Company,4142364056,53207-1348,Wisconsin,Wisconsin,342 E Ward St,http://www.1840brewing.com
64278c5edc5bf26032382713,null,null,null,micro,Mariposa,United States,fe6b9893-b93e-43d5-a9f6-3e0c89a3f13c,37.570148,-119.9036592,1850 Brewing Company,null,95338,California,California,null,http://www.1850restaurant.com
64278c5edc5bf26032382714,5725 Miller Ave,null,null,micro,Gary,United States,b51f3cdf-60ff-4ae1-94a7-76906c7d62eb,41.59928343,-87.26887786,18th Street Brewery,null,46403-2871,Indiana,Indiana,5725 Miller Ave,http://www.18thstreetbrewery.com
64278c5edc5bf26032382715,5417 Oakley Ave,null,null,micro,Hammond,United States,add7f978-942e-4d56-b209-c80837a51d69,41.61556796,-87.517422,18th Street Brewery,null,46320-1817,Indiana,Indiana,5417 Oakley Ave,null
64278c5edc5bf26032382716,1301 S Chestnut St,null,null,micro,Assumption,United States,dbde8235-2b55-4d8b-8b1c-438155abe104,39.5172564,-89.0503635,1905 Brewing Company,2172549374,62510-8504,Illinois,Illinois,1301 S Chestnut St,http://1905BrewingCompany.com
64278c5edc5bf26032382717,2045 N Forbes Blvd Ste 105,null,null,micro,Tucson,United States,4f4b5b34-d572-4dff-a18f-47e507c073e6,32.24673727,-110.9927505,1912 Brewing,5202564851,85745-1444,Arizona,Arizona,2045 N Forbes Blvd Ste 105,http://www.1912brewing.com
64278c5edc5bf26032382718,7324 NE 175th St,null,null,micro,Kenmore,United States,4ccad9b9-f9cf-4d21-b6d5-ab005ee1532d,47.75670075,-122.2415652,192 Brewing,4254242337,98028-2500,Washington,Washington,7324 NE 175th St,http://www.192brewing.com
64278c5edc5bf2603238271b,202 E Main St,null,null,micro,White Sulphur Springs,United States,9046adec-ed04-4c60-8043-4a02e9e2dabc,46.54807609,-110.9004865,2 Basset Brewery,4065472337,59645-9081,Montana,Montana,202 E Main St,http://www.2bassetbrewery.com
64278c5edc5bf2603238271c,228 Church St,null,null,micro,Montrose,United States,8436b02b-9a06-474c-b5eb-8ff9aedf1f99,41.8336364,-75.8800318,2 Dogz and A Guy Brewing,5704320069,18801-1271,Pennsylvania,Pennsylvania,228 Church St,http://2dogzandaguybrewing.com
64278c5edc5bf2603238271d,80 Columbia St,null,null,brewpub,Bangor,United States,2005a2bb-0f89-4520-8553-f79cf0b4c909,44.80012684,-68.77283099,2 Feet Brewing Company,2075731979,04401-6319,Maine,Maine,80 Columbia St,http://www.2feetbrewing.com
64278c5edc5bf2603238271e,6856 S 300 W,null,null,micro,Midvale,United States,6948c755-a504-42f9-88e8-d04d027731e5,40.5950202,-111.9007652,2 Row Brewing,8019878663,84047-1083,Utah,Utah,6856 S 300 W,http://www.2rowbrewing.com
64278c5edc5bf26032382720,4539 E Broad St,null,null,micro,Whitehall,United States,836cb05e-ee8f-4798-859e-fe0bedb0186a,40.0030689,-82.9118174,2 Tones Brewing Co.,null,43213-1308,Ohio,Ohio,4539 E Broad St,http://www.2tonesbrewingco.com
64278c5edc5bf26032382721,1018 Santa Rosa Plz,null,null,brewpub,Santa Rosa,United States,5ec3b488-48bd-49a7-9828-05bd90195cd5,38.4387767,-122.7167729,2 Tread Brewing Co,4152330857,95401-6399,California,California,1018 Santa Rosa Plz,http://www.2treadbrewing.com
64278c5edc5bf26032382722,18 W Main St,null,null,brewpub,Beacon,United States,8624d11b-8593-49a8-89b4-c46a0f111cd7,41.5082102,-73.9809868,2 Way Brewing Company,8452027334,12508-2512,New York,New York,18 W Main St,http://www.2waybrewingcompany.com
64278c5edc5bf26032382723,209 Trade St,null,null,micro,Danville,United States,5cda93ce-6b16-4374-9d43-bb4383be0187,36.58590349,-79.42125553,2 Witches Winery and Brewing Company,4345492739,24541-3545,Virginia,Virginia,209 Trade St,http://www.2witcheswinebrew.com
64278c5edc5bf26032382724,14148 NE 190th St Ste A,null,null,brewpub,Woodinville,United States,64a48d9e-08e9-45e3-83ca-f00d24bb7e49,47.76864301,-122.1517007,20 Corners Brewing LLC,4253755223,98072-8437,Washington,Washington,14148 NE 190th St Ste A,http://www.20cornersbrewing.com
64278c5edc5bf26032382725,3438 Stoluckquamish Ln,null,null,brewpub,Arlington,United States,c018299b-db2d-438b-b58c-ecaa0f07a0df,48.215096,-122.18421,210 Brewing Co,3604749740,98223-9056,Washington,Washington,3438 Stoluckquamish Ln,http://www.angelofthewind.com
64278c5edc5bf26032382727,217 South St S,null,null,micro,Wilson,United States,46a8ed58-5d1a-413e-871e-d2d29d6d43f0,35.7227625,-77.9120318,217 Brew Works,2529916959,27893-4911,North Carolina,North Carolina,217 South St S,null
64278c5edc5bf26032382728,2010 Williams St Unit A,null,null,regional,San Leandro,United States,63baab9a-b561-4eff-8619-f95290a61b77,37.71130036,-122.1772928,21st Amendment Brewery,5105952111,94577-2334,California,California,2010 Williams St Unit A,http://www.21st-Amendment.com
64278c5edc5bf26032382729,563 2nd St,null,null,brewpub,San Francisco,United States,8f9621dc-da98-4ddb-82a1-039c9e2b3224,37.782448,-122.3925769,21st Amendment Brewery Cafe,4153690900,94107-1411,California,California,563 2nd St,http://www.21st-amendment.com
64278c5edc5bf2603238272a,2017 Chouteau Ave,null,null,brewpub,Saint Louis,United States,84337872-75da-4cdd-9f8f-1e1691f21642,38.624291,-90.213781,21st St Brewers Bar,3142416969,63103,Missouri,Missouri,2017 Chouteau Ave,http://www.21stbrew.com
64278c5edc5bf2603238272d,3512 Clinton Pkwy,null,null,brewpub,Lawrence,United States,c70c8ad5-4bfa-4b2a-a383-7e7d15e0baf9,38.9429674,-95.28093353,23rd Street Brewery,7858562337,66047-2145,Kansas,Kansas,3512 Clinton Pkwy,http://www.brew23.com
64278c5edc5bf2603238272e,2600 E Atlantic Blvd,null,null,micro,Pompano Beach,United States,6751228c-5373-4a54-8d68-72df6849a437,26.2316338,-80.1224169,26 Degree Brewing Company,9545326964,33062-4940,Florida,Florida,2600 E Atlantic Blvd,null
64278c5edc5bf26032382730,1215 1st St S,null,null,micro,Nampa,United States,7d13ee75-e7e3-4623-862a-43a18dd6a1ae,43.578989,-116.559282,2C Family Brewing Co.,2084753981,83651-3957,Idaho,Idaho,1215 1st St S,null
64278c5edc5bf26032382731,8680 Miralani Dr Ste 123,null,null,micro,San Diego,United States,5fdcc498-f9df-4fa5-b35d-487a59f0fecc,32.896584,-117.137429,2Kids Brewing Company,8584805437,92126-6391,California,California,8680 Miralani Dr Ste 123,http://www.2kidsBrewing.com
64278c5edc5bf26032382732,1601 Sublette Ave,null,null,brewpub,Saint Louis,United States,be0ec266-d637-42e4-94ba-4ce21e456054,38.621943,-90.280526,2nd Shift Brewing Co,6187910728,63110-1924,Missouri,Missouri,1601 Sublette Ave,http://www.2ndshiftbrewing.com
64278c5edc5bf26032382735,4 Main St,null,null,contract,Williamsburg,United States,9fdb80f1-a96f-4dc4-80a2-5b0d9a246916,42.3923659,-72.7305059,3 Beards Beer Company,6173837039,1096,Massachusetts,Massachusetts,4 Main St,http://www.3beardsbeer.com
64278c5edc5bf26032382736,222 22nd St S,null,null,micro,Saint Petersburg,United States,065200ec-51cf-4612-b1b9-61f7db489c3c,27.76899022,-82.6629721,3 Daughters Brewing,7274956002,33712-1240,Florida,Florida,222 22nd St S,http://www.3dbrewing.com
64278c5edc5bf26032382737,null,null,null,micro,Sebastopol,United States,60c00c0b-b797-4f6a-b442-3bfbaec156ca,38.3845125,-122.8332502,3 Disciples Brewing,7072287309,95472-5937,California,California,null,http://www.3disciplesbrewing.com/home
64278c5edc5bf26032382738,7140 E County Line Rd,null,null,micro,Highlands Ranch,United States,a1887b5a-0c21-43cf-9547-527b7c11dcf4,39.5659575,-104.9426656,3 Freaks Brewing Co,7202990994,80126-3926,Colorado,Colorado,7140 E County Line Rd,http://www.3freaksbrewery.com
64278c5edc5bf26032382739,898 Via Lata Ste A,null,null,micro,Colton,United States,a74744eb-ca98-43c5-9199-09df39f8b400,34.05616889,-117.3066993,3 Iron Brewing Company,9095334892,92324-3920,California,California,898 Via Lata Ste A,http://www.3ironbrewingco.com
64278c5edc5bf2603238273a,2505 Manatee Ave E,null,null,brewpub,Bradenton,United States,1218736c-bfcf-4b95-b473-7399aaf60d1d,27.49645026,-82.53393502,"3 Keys Brewing Company, LLC",9412180396,34208-2421,Florida,Florida,2505 Manatee Ave E,http://www.3keysbrewing.com
64278c5edc5bf2603238273b,6809 N Nebraska Ave,null,null,micro,Tampa,United States,4679ff59-8ef6-4443-b6ec-f58232c6b7d7,27.9495902,-82.4500207,7venth Sun Tampa,8132315900,33604-5660,Florida,Florida,6809 N Nebraska Ave,null
64278c5edc5bf2603238273c,2405 Squire Pl Ste 200,null,null,micro,Farmers Branch,United States,ed387340-ea78-4f65-9de0-15e2da50371e,32.93044336,-96.89883128,3 Nations Brewing,4696607184,75234-4714,Texas,Texas,2405 Squire Pl Ste 200,http://www.threenationsbrewing.com
64278c5edc5bf2603238273d,1837 North Ave,null,null,micro,Sheboygan,United States,a8fda9a9-026b-4b15-86b9-62b4ccb126c1,43.77384561,-87.73006524,3 Sheeps Brewing Co,9209469715,53083-4620,Wisconsin,Wisconsin,1837 North Ave,http://www.3sheepsbrewing.com
64278c5edc5bf2603238273f,236 N Federal Hwy,null,null,proprietor,Dania,United States,e2ddeea8-03d4-43e7-bfd0-d27797b9d016,26.04800238,-80.14361029,3 Sons Brewing Co.,9546013833,33004-2870,Florida,Florida,236 N Federal Hwy,http://www.3sonsbrewingco.com
64278c5edc5bf26032382741,111 N Main St ,null,null,micro,Independence,United States,cb56e27e-d113-4f74-925a-69305a56d082,39.122385,-94.41265,3 Trails Brewing Co,8168866256,64050,Missouri,Missouri,111 N Main St ,http://www.3trailsbrewing.com
64278c5edc5bf26032382744,8655 Production Ave Ste A,null,null,closed,San Diego,United States,3b0b5b9b-f6d8-49e3-8ebd-0bcef6939bcd,32.88313237,-117.1649842,32 North Brewing Co,null,92121-2258,California,California,8655 Production Ave Ste A,null
64278c5edc5bf26032382745,4802 Main St,null,null,micro,Shallotte,United States,a964a343-e4f1-40d8-9353-09ef9b74f513,33.97270364,-78.38636517,34 Degree North Experiment Station,null,28470,North Carolina,North Carolina,4802 Main St,null
64278c5edc5bf26032382746,7144 183rd St,null,null,brewpub,Tinley Park,United States,098595c2-f606-40b4-9b49-195f73fb6fd6,41.55864726,-87.79160288,350 Brewing Co,7088257339,60477-3933,Illinois,Illinois,7144 183rd St,http://www.350brewing.com
64278c5edc5bf26032382747,Bluebell Business Estate,null,null,micro,Sheffield Park,England,63969ec8-b557-4c71-b993-ad00c99ab70e,50.993912,-0.00086,360 Degree Brewing Company,1825722375,TN22 3HQ,East Sussex,East Sussex,Bluebell Business Estate,https://www.360degreebrewing.com/
64278c5edc5bf2603238274a,2000 Coastal Highway STE 105,null,null,brewpub,Rehoboth Beach,United States,dfa3f8fc-21cf-443d-ba8d-8adfc6873852,38.7074994,-75.090191,38Â°-75Â° Brewing,3022278519,19971,Delaware,Delaware,2000 Coastal Highway STE 105,null
64278c5edc5bf2603238274b,4 Knowlton Ave,null,null,micro,Worcester,United States,842d193f-7a1b-4960-86f8-7d6614884005,42.24364875,-71.83057593,3cross Fermentation Cooperative,5086158195,1603,Massachusetts,Massachusetts,4 Knowlton Ave,http://www.3cross.coop
64278c5edc5bf2603238274c,110 E Kansas St,null,null,brewpub,Liberty,United States,4f70ac94-eca5-4cec-8581-92ec5afdf4f2,39.2461993,-94.4190247,3Halves Brewing Co,8164296886,64068-2374,Missouri,Missouri,110 E Kansas St,http://www.3halvesbrewingco.com
64278c5edc5bf2603238274d,1625 N Main St,null,null,micro,Fuquay Varina,United States,694547f5-28fd-4363-bad6-03b6eaf0f1dd,35.5914556,-78.794223,3rd Degree Brewhouse,9192015457,27526,North Carolina,North Carolina,1625 N Main St,http://www.facebook.com/3rddegreebrewhouse/
64278c5edc5bf2603238274f,134 Industrial Park Dr,null,null,micro,Trenton,United States,3c9354c5-4d21-40a8-8e53-8f2f9b5e043b,35.06939877,-77.36749285,3rd Rock Brewing Company,2526319213,28585-9593,North Carolina,North Carolina,134 Industrial Park Dr,http://www.3rockbrew.com
64278c5edc5bf26032382750,10408 Watterson Trl,null,null,micro,Louisville,United States,2eed7840-ec52-48b5-b22e-d9d76bd01929,38.19322725,-85.56656078,3rd Turn Brewing,null,40299-3702,Kentucky,Kentucky,10408 Watterson Trl,http://www.3rdturnbrewing.com
64278c5edc5bf26032382752,2811 E Galloway St Ste A,null,null,micro,Springfield,United States,b72f2ce6-e062-404d-ac31-c1060db2d870,37.147986,-93.239889,4 By 4 Brewing Company,4178616400,65804-4601,Missouri,Missouri,2811 E Galloway St Ste A,http://www.4by4brewingcompany.com
64278c5edc5bf26032382753,1220 S 8th St,null,null,regional,Saint Louis,United States,ac2f41ed-e1e8-4586-aa78-253543db7714,38.61526593,-90.19762012,4 Hands Brewing Co,3144361559,63104-3610,Missouri,Missouri,1220 S 8th St,http://www.4handsbrewery.com
64278c5edc5bf26032382755,7 192nd St SW,null,null,nano,Bothell,United States,7c669ae6-460d-476b-bc56-0b4d566a152c,47.82525617,-122.2328187,4 Stitch Brewing Co,2065958488,98012,Washington,Washington,7 192nd St SW,https://www.facebook.com/4stitchbeer/
64278c5edc5bf26032382758,null,null,null,planning,Fresno,United States,b7f2ebb8-6764-4654-a98b-246724c8952a,36.7295295,-119.7088613,411 Broadway Ales,5412706076,93721-2801,California,California,null,null
64278c5edc5bf2603238275a,25 Pine St,null,null,brewpub,East Aurora,United States,dad10840-28ab-4dcf-9005-bf2cc2665b5a,42.769311,-78.607989,42 North Brewing Company,7168057500,14052-1827,New York,New York,25 Pine St,http://www.42northbrewing.com
64278c5edc5bf2603238275b,4204 W Main St,null,null,brewpub,Belleville,United States,52dd0878-928b-4b47-b7fa-602f140592ed,38.53796122,-90.02053343,4204 Main Street Brewing Co,6184167261,62226,Illinois,Illinois,4204 W Main St,null
64278c5edc5bf2603238275d,137 S Linden Ave,null,null,brewpub,South San Francisco,United States,6b892c61-269b-453f-acd1-b79491b0ef0b,37.64425595,-122.4136168,47 Hills Brewing Co,6508678476,94080-6410,California,California,137 S Linden Ave,http://47hillsbrewingcompany.com
64278c5edc5bf2603238275e,248.4 Parks Hwy 5 Mile,null,null,micro,Healy,United States,cd97aeab-a499-4c95-b20b-881bfe3ed6c8,63.864759,-149.017877,49th State Brewing Co,9076832739,99743,Alaska,Alaska,248.4 Parks Hwy 5 Mile,https://www.49statebrewing.com/denali
64278c5edc5bf2603238275f,717 W 3rd Ave,null,null,brewpub,Anchorage,United States,eaa4afea-bcb5-434c-839e-ef48fe8811d0,61.2197366,-149.8958196,49th State Brewing Co - Anchorage,9076832739,99501-2104,Alaska,Alaska,717 W 3rd Ave,http://www.49statebrewing.com/
64278c5edc5bf26032382760,215 W Main St,null,null,brewpub,Cedaredge,United States,dbf0d7e7-4e2c-4574-9dee-791d95496811,38.900614,-107.925782,4B's Brewery,9708567762,81413-3339,Colorado,Colorado,215 W Main St,http://www.4bsbrewery.com
64278c5edc5bf26032382762,211 Carpenter Rd,null,null,brewpub,Defiance,United States,53efe9e9-dbb3-4c98-ab77-61515abef2a9,41.296252,-84.341647,4kd Crick Brewery,4199562863,43512-1718,Ohio,Ohio,211 Carpenter Rd,http://Www.4kdcrickbrewery.com
64278c5edc5bf26032382763,10615 Metric Blvd,null,null,micro,Austin,United States,760e8395-f2a2-4161-9bf1-c72ed1aa6ae3,30.3852024,-97.7118913,4th Tap Brewing Cooperative,5129089817,78758-4520,Texas,Texas,10615 Metric Blvd,null
64278c5edc5bf26032382764,211 W Main St,null,null,micro,Lake Mills,United States,d8b4ad26-346b-40dd-8215-b0e89ace23e2,43.41926615,-93.53398788,5 Alarm Brewing Co,6415922739,50450,Iowa,Iowa,211 W Main St,null
64278c5edc5bf26032382765,1638 142nd Ave,null,null,brewpub,Dorr,United States,c17a3e56-4d4e-405e-a21b-85f415903674,42.72497157,-85.70445518,5 Lakes Brewing Co.,6163599555,49323-9312,Michigan,Michigan,1638 142nd Ave,http://www.5lakesbrewing.com
64278c5edc5bf26032382767,84-87 Camden St.,Saint Kevin's,Dublin 2,regional,Dublin,Ireland,75eff8e1-7c25-483a-a2b2-49ecdbf16d31,53.33596635,-6.26585621,5 Lamps Brewery,null,D02 DH36,Dublin,Dublin,84-87 Camden St.,https://the5lampsbrewery.com/home/
64278c5edc5bf26032382768,6501 N Cedar Rd,null,null,brewpub,Spokane,United States,257e9aac-7dbe-4656-b366-9d8a94c49d58,47.71758683,-117.4328496,5 North Brewing Company,5093217818,99208,Washington,Washington,6501 N Cedar Rd,http://5northbrewingcompany.com/
64278c5edc5bf26032382769,6398 W 74th St,null,null,micro,Chicago,United States,f927d8d6-3151-4073-9d20-410ca617853e,41.7595502,-87.6572069,5 Rabbit Cerveceria Inc,3128959591,60638-6129,Illinois,Illinois,6398 W 74th St,http://www.5rabbitbrewery.com
64278c5edc5bf2603238276a,1514 3rd St,null,null,micro,Marysville,United States,5c99b790-e00d-4ca6-86a5-37723f728690,48.05156015,-122.1762906,5 Rights Brewing Co,4253341026,98270,Washington,Washington,1514 3rd St,http://www.5rightsbrewing.com
64278c5edc5bf2603238276b,null,null,null,planning,Spanish Fort,United States,2af85509-aee5-46bc-ab1a-fd9b8b0026d4,30.6749127,-87.9152724,5 Rivers Brewing LLC,2516897483,36527-3161,Alabama,Alabama,null,http://5riversbrewing.com
64278c5edc5bf2603238276c,5600 Roswell Rd,null,null,brewpub,Sandy Springs,United States,80c395e8-28c8-460a-9cc5-721fcc22410f,33.9078086,-84.3796711,5 Seasons Brewing Co - Prado,4042555911,30342-1150,Georgia,Georgia,5600 Roswell Rd,http://www.5seasonsbrewing.com
64278c5edc5bf2603238276e,11335 Farm To Market Road 1863,null,null,micro,New Braunfels,United States,83d47922-0a23-4b85-9c1c-d50b9135d64a,29.711365,-98.232345,5 Stones Artisan Brewery,2103808215,78132,Texas,Texas,11335 Farm To Market Road 1863,null
64278c5edc5bf2603238276f,7700 University Ave,null,null,micro,Clive,United States,fafc2e23-c3bf-46d3-87c0-00e92209269b,41.599992,-93.7228408,515 Brewing Co,5156614615,50325-1271,Iowa,Iowa,7700 University Ave,http://www.515brewing.com
64278c5edc5bf26032382770,5150 Commons Dr Ste 101,null,null,micro,Rocklin,United States,7e12d827-22dc-4d07-8715-8192c9680b23,38.8047402,-121.207331,5150 Brewing At The Brass Tap Rocklin,9162462729,95677-3925,California,California,5150 Commons Dr Ste 101,http://www.brasstaprocklin.com
64278c5edc5bf26032382771,115 Harding Ave,null,null,brewpub,Kingsford,United States,132540a2-23c8-4720-8c58-31292d264c4a,45.808408,-88.08819,51st State Brewing Company,9068282167,49802-3815,Michigan,Michigan,115 Harding Ave,http://www.51ststatebrewingcompany.com
